"(-15, 25)",53668
"(-10, 20)",46560
"(-15, 27)",40065
"(-10, 22)",38215
"(-10, 24)",35218
"(-10, 17)",30756
"(-18, 27)",30632
"(-18, 29)",30628
"(-15, 24)",28048
"(-13, 24)",27720
"(-18, 25)",26847
"(-10, 10)",26575
"(-19, 22)",25794
"(-14, 24)",25413
"(-19, 27)",25388
"(-10, 12)",25128
"(-17, 24)",24680
"(-15, 22)",23584
"(-19, 20)",23173
"(-10, 19)",22374
"(-19, 24)",22066
"(-18, 19)",20583
"(-17, 26)",19663
"(-28, 34)",18837
"(-16, 25)",18588
"(-17, 27)",18460
"(-6, 15)",18397
"(-17, 29)",18245
"(-17, 19)",17504
"(-9, 17)",17500
"(-15, 20)",17260
"(-16, 24)",17251
"(-28, 32)",17230
"(-18, 32)",17129
"(-19, 30)",16357
"(-12, 24)",16336
"(-10, 14)",16146
"(-22, 24)",16080
"(-12, 22)",15967
"(-13, 22)",15652
"(-11, 19)",15598
"(-24, 30)",15509
"(-19, 25)",15391
"(-15, 17)",15312
"(-9, 25)",14877
"(-15, 19)",14869
"(-23, 25)",14834
"(-10, 25)",14441
"(-9, 22)",14423
"(-16, 30)",14153
"(-11, 20)",13936
"(-18, 22)",13676
"(-19, 32)",13057
"(-16, 27)",12896
"(-8, 24)",12709
"(-31, 37)",12365
"(-9, 9)",12314
"(-11, 23)",12247
"(-6, 20)",12225
"(-24, 29)",12197
"(-10, 21)",12108
"(-6, 14)",12081
"(-22, 27)",12037
"(-6, 17)",11903
"(-18, 20)",11845
"(-19, 23)",11840
"(-21, 24)",11579
"(-19, 29)",11561
"(-24, 27)",11554
"(-27, 32)",11431
"(-10, 15)",11213
"(-24, 25)",10992
"(-9, 18)",10990
"(-20, 24)",10864
"(-11, 22)",10797
"(-9, 15)",10749
"(-22, 25)",10638
"(-15, 29)",10611
"(-11, 25)",10457
"(-9, 27)",10290
"(-6, 12)",10288
"(-16, 19)",10279
"(-21, 22)",10249
"(-10, 27)",10234
"(-14, 19)",9988
"(-21, 25)",9895
"(-14, 25)",9804
"(-9, 19)",9707
"(-11, 15)",9622
"(-16, 17)",9511
"(-8, 17)",9395
"(-20, 25)",9338
"(-18, 24)",9257
"(-6, 7)",9249
"(-6, 22)",9201
"(-12, 19)",9003
"(-9, 20)",8964
"(-28, 35)",8947
"(-16, 23)",8878
"(-15, 15)",8818
"(-23, 26)",8791
"(-23, 27)",8740
"(-29, 33)",8716
"(-26, 29)",8674
"(-28, 30)",8659
"(-13, 21)",8564
"(-12, 20)",8536
"(-8, 16)",8288
"(-24, 32)",8273
"(-7, 15)",8248
"(-13, 25)",8232
"(-21, 21)",8225
"(-17, 20)",8139
"(-6, 10)",8092
"(-8, 14)",8002
"(-13, 14)",7903
"(-22, 22)",7876
"(-7, 17)",7862
"(-6, 5)",7824
"(-11, 14)",7822
"(-15, 18)",7817
"(-24, 28)",7809
"(-7, 20)",7789
"(-16, 29)",7775
"(-19, 19)",7701
"(-13, 15)",7637
"(-12, 25)",7574
"(-11, 17)",7536
"(-23, 30)",7382
"(-14, 23)",7363
"(-21, 27)",7157
"(-6, 24)",7139
"(-12, 14)",7110
"(-14, 16)",7042
"(-17, 22)",7001
"(0, 0)",6969
"(-9, 24)",6894
"(-14, 15)",6855
"(-10, 29)",6841
"(-6, 9)",6835
"(-7, 19)",6833
"(-25, 27)",6769
"(-17, 17)",6764
"(-6, 19)",6753
"(-16, 20)",6736
"(-32, 40)",6725
"(-20, 26)",6664
"(-17, 32)",6567
"(-28, 31)",6513
"(-31, 39)",6501
"(-7, 14)",6491
"(-13, 17)",6481
"(-2, 7)",6381
"(-25, 29)",6342
"(-29, 35)",6222
"(-11, 12)",6214
"(-23, 29)",6211
"(-14, 22)",6209
"(-32, 39)",6194
"(-20, 22)",6190
"(-23, 24)",6177
"(-10, 30)",6141
"(-14, 26)",6131
"(-12, 18)",6119
"(-14, 17)",6060
"(-30, 35)",6043
"(-17, 30)",6024
"(-12, 26)",5998
"(-12, 15)",5997
"(-31, 34)",5936
"(-20, 20)",5902
"(-18, 30)",5891
"(-32, 37)",5884
"(-7, 23)",5882
"(-13, 27)",5881
"(-26, 32)",5872
"(-7, 9)",5818
"(-26, 30)",5808
"(-7, 24)",5783
"(-13, 20)",5771
"(-8, 10)",5757
"(-21, 23)",5650
"(-10, 9)",5624
"(-31, 35)",5616
"(-16, 21)",5540
"(-8, 22)",5517
"(-8, 19)",5503
"(-26, 34)",5431
"(-27, 29)",5409
"(-15, 35)",5377
"(-13, 19)",5325
"(-19, 21)",5316
"(0, 2)",5270
"(-8, 20)",5264
"(-30, 36)",5259
"(-27, 30)",5216
"(-20, 27)",5192
"(-20, 23)",5160
"(-12, 17)",5156
"(-14, 20)",5100
"(-27, 35)",5095
"(-7, 7)",5005
"(-22, 29)",4999
"(-25, 31)",4993
"(-9, 29)",4981
"(-7, 25)",4927
"(-27, 34)",4922
"(-2, 9)",4842
"(0, 1)",4819
"(-20, 21)",4801
"(-20, 19)",4799
"(-12, 11)",4785
"(-25, 33)",4781
"(-32, 36)",4768
"(-11, 26)",4755
"(-6, 25)",4755
"(-24, 35)",4716
"(-30, 34)",4672
"(-2, 5)",4670
"(-22, 23)",4641
"(-15, 37)",4613
"(-5, 15)",4577
"(-21, 28)",4576
"(-24, 26)",4549
"(-2, 2)",4478
"(-2, 0)",4472
"(-12, 28)",4460
"(-8, 27)",4459
"(-19, 31)",4435
"(-26, 27)",4432
"(-7, 10)",4413
"(2, 0)",4397
"(-2, 15)",4382
"(-5, 9)",4369
"(-7, 13)",4342
"(-12, 12)",4330
"(-37, 42)",4313
"(-7, 21)",4274
